Title,Date,Rating,Description,Score,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
LEGO Marvel's Avengers,"Apr 26, 2024",T,"Avengers Assemble!  Experience the first console videogame featuring characters and storylines from the blockbuster film Marvel’s The Avengers and the much anticipated sequel Marvel’s Avengers: Age of Ultron, and more. Play as the most powerful Super Heroes in their quest to save humanity.",Metascore 71 out of 100,8065,LEGO Marvel's Avengers,3DS,2016.0,Action,Warner Bros. Interactive Entertainment,0.07,0.08,0.01,0.01,0.18
PlayStation Move Heroes,"Mar 31, 2002",E,"Heroes On The Move brings together a cast of some of PlayStation's most beloved characters from three of its most iconic franchises - Ratchet &amp; Clank, Jak &amp; Daxter, and Sly Cooper. Together for the first time, PlayStation's legendary heroes Ratchet, Clank, Jak, Daxter, Sly and Bentley, ban together to defeat a villainous duo in this wildly humorous adventure for the PlayStation Move. By using the PlayStation Move motion controller and The PlayStation Move navigation controller, players now have the unique experience of becoming one of their favorite PlayStation characters as they control their every move throughout the game. Players will smash, hurl and shoot their way through imaginative puzzles and challenges as the heroes team up against their new enemies.",Metascore 53 out of 100,8268,PlayStation Move Heroes,PS3,2011.0,Platform,Sony Computer Entertainment,0.08,0.06,0.0,0.03,0.17
Spawn: Armageddon,"Jul 26, 2017",T,"Spawn: Armageddon, based on Todd McFarlane's creation, is a 3-D action/adventure that will give players access to all of his distinctive abilities - his superhuman strength, hand-to-hand combat techniques, his arsenal of weaponry, his Hell Powers and, of course, his living symbiotic costume. Caught between the battle of Good vs. Evil, he struggles to break free from the controlling influences of Heaven and Hell. [Namco]",Metascore 56 out of 100,8342,Spawn: Armageddon,XB,2003.0,Action,Electronic Arts,0.13,0.04,0.0,0.01,0.17
James Bond 007: Everything or Nothing,"Apr 11, 2017",T,"Think like Bond, act like Bond, and experience an entirely new Bond adventure.  James Bond, the world's greatest secret agent, returns in Everything or Nothing with new guns and gadgets, combat skills, and clever tricks--and it's up to you to put them to good use.  Travel through four exciting continents including the Valley of the Kings in Egypt and the French Quarter in New Orleans.  The game also features two-player co-op missions and four-player multiplayer arena modes.",Metascore 83 out of 100,8383,James Bond 007: Everything or Nothing,GBA,2003.0,Shooter,Electronic Arts,0.12,0.04,0.0,0.0,0.17
Marble Saga: Kororinpa,"Aug 20, 2019",T,"(Also known as ""Marbles! Balance Challenge"")  Get ready for the next adventure into the world of Kororinpa! Marble Saga: Kororinpa sets you on a journey to help Anthony the Ant on his quest to find the Golden Sunflower. Only by navigating your customized marble through unique and treacherous mazes can you help Anthony reach his goal! It's up to you to balance the world (literally) with fun and intuitive controls available only on Wii. Marble Saga: Kororinpa  is the follow-up to the original Kororinpa: Marble Mania for Wii. Utilizing the same world-turning technique as the first, you'll have to twist and turn the Wii Remote to control the environments around you. As you journey across 7 different worlds, you'll come across different gadgets to help you through your journey. Every one of the 150+ levels features fun challenges to conquer as you help Anthony roll his way to the Golden Sunflower. New features for Marble Saga: Kororinpa include increased customization elements in the game. Design your own marble to navigate more dangerous levels by assigning it certain attributes and techniques. If you really want to get into the game, use your own Mii to put yourself into the marble! Marble Saga: Kororinpa even features a brand-new level editor which lets you create your own unique stages. Through Wii Connect 24, you can share your masterpiece with friends and let them take on your own devious designs. [Hudson Entertainment]",Metascore 74 out of 100,8364,Marble Saga: Kororinpa,Wii,2009.0,Puzzle,Konami Digital Entertainment,0.1,0.06,0.0,0.02,0.17
Senran Kagura: Estival Versus,"Oct 28, 2014",M,"The high-flying ninja girls of SENRAN KAGURA return, this time with more moves, more playable characters, more story and attitude, and more destruction online with matches that can support up to 10 players (PS4 version only; PS Vita supports up to 4 players). All the previous shinobi girls return with a host of upgraded moves to master, and new playable characters offer more challenges to conquer, along with a story that's equal parts sexy and shocking, serious and scandalous, busty and brawling.",Metascore 67 out of 100,8450,Senran Kagura: Estival Versus,PS4,2015.0,Action,Marvelous Interactive,0.07,0.0,0.08,0.02,0.17
One Piece: Unlimited World Red,"Sep 24, 2013",E10+,"Set sail on a gripping adventure in the New World with the beloved Straw Hat Crew in ONE PIECE Unlimited World Red. Dive into a wayfaring journey with fun-filled escapades, action-packed battles and powerful comrades in a whole new never-before- seen scenario. Play as members of the Straw Hat crew and progress through the episodic storyline with encounters against famous bosses like Rob Lucci, Caesar Clown, and more. Master a large variation of flashy combos and test your reflexes by pressing the right button at the right time to counter, dodge or otherwise interact with enemies. Enjoy endless playability by exploring the central town and taking on quests to assist the townfolk and gain more rewards and items.",Metascore 71 out of 100,8282,One Piece: Unlimited World Red,PSV,2014.0,Action,Namco Bandai Games,0.06,0.04,0.04,0.03,0.17
Dungeon Siege III,"Feb 17, 2002",T,"DUNGEON SIEGE 3 seamlessly blends intuitive action gameplay, a robust RPG system featuring a large selection of abilities, an extensive multiplayer component and the depth of story Square Enix and Obsidian Entertainment are known for creating.",Metascore 72 out of 100,8251,Dungeon Siege III,PC,2011.0,Role-Playing,Square Enix,0.08,0.08,0.0,0.02,0.17
Dragon Ball: Origins 2,"Feb 5, 2009",M,"In Dragon Ball: Origins 2, players battle through the Red Ribbon Army saga covering Goku’s first encounters with the nefarious Red Ribbon Army up to the resurrection of Upa’s father, a member of the native tribe who serve as the guardians of the mystical Korin Tower. The new action-adventure game includes an array of features including the ability to play as different characters along the way and the option to team up with a friend for co-op multiplayer challenges. [Namco Bandai Games]",Metascore 70 out of 100,8597,Dragon Ball: Origins 2,DS,2010.0,Action,Namco Bandai Games,0.05,0.02,0.08,0.01,0.16
LEGO The Lord of the Rings,"Feb 2, 2021",T,LEGO The Lord of the Rings retells the story of the Lord of the Rings Trilogy through the visuals of the LEGO universe.,Metascore 80 out of 100,8633,LEGO The Lord of the Rings,DS,2012.0,Action,Warner Bros. Interactive Entertainment,0.0,0.14,0.0,0.02,0.16
Lufia: Curse of the Sinistrals,"Oct 26, 2010",M,"The Sinistrals, the four legendary harbingers of doom, are out to resurrect the ultimate evil and bring the world to its knees. It's up to the fiery monster hunter Maxim and his eclectic band of adventurers to put a stop to them once and for all. Their adventures will take them across an expansive world packed with dangerous enemies, powerful items, and diabolical puzzles!",Metascore 80 out of 100,8486,Lufia: Curse of the Sinistrals,DS,2010.0,Role-Playing,Square Enix,0.12,0.0,0.03,0.01,0.16
Beowulf: The Game,"Sep 12, 2006",T,"Gamers live the life of Beowulf, the legendary Norse warrior with the strength of 30 men who is torn between the nobility and brutality within him. Arrogant, self-serving and lustful for gold and glory, Beowulf journeys to Denmark to destroy a bloodthirsty beast wreaking havoc on a frigid land. But evil persists, and Beowulf succumbs to its lure of even greater fame, quietly maneuvering to claim the Danish throne. As King, Beowulf must face the consequences of ambition, even as war descends on the realm. As Beowulf, players lead their men, called thanes, into battle, slay the Titans of a dying age and crush the enemies that threaten to annihilate both their kingdom and people. Only then, when Beowulf looks Destiny in the eye, will he know what kind of hero he has truly become. Army of up to 12 thanes to unlock as players increase their heroic experience (by saving thanes, killing giant monsters, etc.). Players use the thane army to their advantage by giving orders, assigning positions, tailoring weapons to the situation or enemy and by triggering in-game mechanisms. The thane army evolves with upgradeable weapons (swords, mace and spears), skills and abilities. Use legacy experience points to gain thanes, replace weapons and upgrade Carnal abilities. Carnal Power allows the use of stronger attacks and special weapons. Carnal upgrades include less daze after use and prolonged use of Carnal Fury. But if used too much, there will be grave consequences. Dynamic combat system including combos, parries and increasing skills as the player progresses. Grab ability allows Beowulf to hold on to walls or climb, as well as fight up close with visceral hand-to-hand combat against enemies and giant monsters. [Ubisoft]",Metascore 51 out of 100,8541,Beowulf: The Game,PS3,2007.0,Action,Ubisoft,0.14,0.01,0.0,0.01,0.16
Bomberman Land Touch! 2,"Feb 14, 2025",T,"Bomberman Land Touch! 2 brings together 3 exciting game modes into one. The series introduces a bevy of mini-games, where most can be played in multiplayer mode. The PSP system and the DS versions both allow gamers to share one game cartridge and network with friends to create the ultimate party game. [Hudson Soft]",Metascore 74 out of 100,8666,Bomberman Land Touch! 2,DS,2007.0,Puzzle,Rising Star Games,0.13,0.0,0.01,0.01,0.16
